iter	Passed	Remaining
353	1802	3288
354	1806	3282
355	1811	3276
356	1816	3270
357	1820	3264
358	1825	3258
359	1830	3254
360	1834	3247
361	1839	3241
362	1844	3236
363	1848	3229
364	1852	3222
365	1857	3217
366	1861	3211
367	1866	3204
368	1870	3198
369	1875	3192
370	1879	3186
371	1883	3180
372	1888	3174
373	1892	3167
374	1896	3161
375	1902	3157
376	1907	3151
377	1911	3145
378	1915	3139
379	1920	3133
380	1925	3127
381	1929	3121
382	1933	3115
383	1938	3109
384	1942	3103
385	1947	3097
386	1952	3092
387	1956	3086
388	1961	3080
389	1965	3073
390	1970	3068
391	1974	3062
392	1978	3056
393	1983	3050
394	1987	3044
395	1991	3038
396	1995	3031
397	1999	3024
398	2004	3019
399	2008	3013
400	2013	3007
401	2018	3002
402	2022	2996
403	2026	2990
404	2030	2983
405	2035	2978
406	2039	2972
407	2043	2965
408	2048	2960
409	2052	2954
410	2056	2947
411	2060	2941
412	2066	2937
413	2070	2930
414	2074	2924
415	2078	2918
416	2084	2913
417	2088	2907
418	2092	2900
419	2096	2894
420	2100	2888
421	2104	2882
422	2108	2876
423	2112	2870
424	2117	2865
425	2121	2859
426	2126	2852
427	2130	2847
428	2134	2841
429	2138	2834
430	2142	2828
431	2146	2822
432	2150	2816
433	2154	2810
434	2158	2803
435	2163	2798
436	2167	2791
437	2171	2786
438	2175	2779
439	2179	2774
440	2183	2767
441	2187	2761
442	2191	2755
443	2196	2750
444	2200	2744
445	2204	2738
446	2208	2732
447	2213	2727
448	2217	2720
449	2220	2714
450	2225	2708
451	2229	2703
452	2233	2697
453	2238	2691
454	2242	2686
455	2246	2680
456	2251	2674
457	2255	2669
458	2259	2663
459	2264	2658
460	2268	2652
461	2272	2646
462	2277	2641
463	2281	2635
464	2285	2629
465	2290	2624
466	2294	2619
467	2298	2613
468	2303	2607
469	2307	2602
470	2311	2596
471	2315	2590
472	2320	2584
473	2324	2579
474	2329	2575
475	2334	2569
476	2339	2564
477	2343	2559
478	2347	2553
479	2351	2547
480	2356	2542
481	2361	2537
482	2365	2532
483	2370	2527
484	2375	2521
485	2379	2516
486	2383	2510
487	2388	2506
488	2393	2500
489	2397	2495
490	2401	2489
491	2406	2484
492	2410	2479
493	2415	2474
494	2420	2469
495	2425	2464
496	2429	2459
497	2434	2454
498	2439	2449
499	2443	2443
500	2448	2438
501	2453	2434
502	2458	2428
503	2463	2424
504	2468	2419
505	2473	2414
506	2478	2409
507	2483	2404
508	2487	2399
509	2492	2394
510	2496	2389
511	2501	2384
512	2506	2378
513	2510	2373
514	2514	2367
515	2519	2363
516	2524	2358
517	2528	2352
518	2532	2347
519	2537	2342
520	2541	2336
521	2545	2330
522	2550	2326
523	2554	2320
524	2559	2315
525	2564	2310
526	2568	2305
527	2572	2299
528	2576	2294
529	2581	2289
530	2586	2284
531	2590	2278
532	2595	2273
533	2600	2268
534	2604	2263
535	2608	2258
536	2613	2253
537	2618	2248
538	2622	2243
539	2626	2237
540	2631	2232
541	2635	2227
542	2640	2221
543	2644	2216
544	2648	2211
545	2652	2205
546	2656	2200
547	2661	2194
548	2665	2189
549	2669	2184
550	2673	2178
551	2679	2174
552	2683	2169
553	2687	2163
554	2692	2158
555	2696	2153
556	2700	2148
557	2705	2142
558	2709	2137
559	2714	2132
560	2718	2127
561	2723	2122
562	2728	2117
563	2732	2112
564	2737	2107
565	2741	2102
566	2746	2097
567	2750	2092
568	2754	2086
569	2759	2081
570	2763	2076
571	2767	2070
572	2771	2065
573	2776	2060
574	2781	2055
575	2785	2050
576	2790	2045
577	2794	2040
578	2798	2035
579	2803	2029
580	2808	2025
581	2812	2020
582	2816	2014
583	2822	2010
584	2826	2005
585	2830	1999
586	2835	1995
587	2840	1989
588	2844	1984
589	2849	1979
590	2853	1974
591	2857	1969
592	2862	1964
593	2866	1959
594	2870	1953
595	2874	1948
596	2879	1943
597	2883	1938
598	2887	1933
599	2892	1928
600	2896	1923
601	2901	1918
602	2905	1912
603	2909	1907
604	2913	1902
605	2918	1897
606	2922	1892
607	2926	1886
608	2931	1882
609	2935	1876
610	2939	1871
611	2943	1866
612	2948	1861
613	2952	1855
614	2956	1850
615	2961	1845
616	2965	1840
617	2969	1835
618	2973	1830
619	2978	1825
620	2982	1820
621	2987	1815
622	2991	1810
623	2996	1805
624	3000	1800
625	3004	1795
626	3009	1790
627	3013	1785
628	3018	1780
629	3022	1775
630	3026	1770
631	3031	1764
632	3035	1759
633	3039	1754
634	3044	1749
635	3048	1744
636	3052	1739
637	3056	1734
638	3061	1729
639	3065	1724
640	3069	1719
641	3074	1714
642	3078	1709
643	3082	1704
644	3086	1698
645	3091	1694
646	3095	1689
647	3099	1683
648	3104	1679
649	3110	1674
650	3115	1670
651	3119	1665
652	3124	1660
653	3128	1655
654	3135	1651
655	3140	1646
656	3144	1641
657	3148	1636
658	3152	1631
659	3157	1626
660	3161	1621
661	3165	1616
662	3169	1611
663	3174	1606
664	3178	1601
665	3182	1596
666	3186	1591
667	3191	1585
668	3195	1580
669	3199	1575
670	3204	1570
671	3208	1565
672	3213	1561
673	3217	1556
674	3221	1551
675	3225	1546
676	3230	1541
677	3234	1536
678	3239	1531
679	3243	1526
680	3247	1521
681	3252	1516
682	3257	1511
683	3261	1506
684	3265	1501
685	3270	1496
686	3274	1492
687	3279	1487
688	3284	1482
689	3288	1477
690	3292	1472
691	3296	1467
692	3301	1462
693	3306	1457
694	3310	1452
695	3314	1447
696	3318	1442
697	3323	1437
698	3327	1432
699	3331	1427
700	3336	1422
701	3340	1417
702	3344	1412
703	3348	1408
704	3352	1403
705	3356	1397
706	3361	1392
707	3365	1388
708	3369	1383
709	3374	1378
710	3379	1373
711	3383	1368
712	3388	1363
713	3392	1359
714	3397	1354
715	3402	1349
716	3406	1344
717	3410	1339
718	3415	1335
719	3420	1330
720	3424	1325
721	3429	1320
722	3433	1315
723	3438	1310
724	3442	1305
725	3447	1300
726	3451	1296
727	3455	1291
728	3460	1286
729	3464	1281
730	3468	1276
731	3472	1271
732	3477	1266
733	3481	1261
734	3485	1256
735	3490	1251
736	3494	1247
737	3499	1242
738	3504	1237
739	3509	1233
740	3513	1228
741	3518	1223
742	3522	1218
743	3527	1213
744	3532	1208
745	3536	1203
746	3540	1199
747	3544	1194
748	3548	1189
749	3553	1184
750	3557	1179
751	3561	1174
752	3565	1169
753	3569	1164
754	3573	1159
755	3578	1154
756	3581	1149
757	3585	1144
758	3590	1140
759	3595	1135
760	3599	1130
761	3603	1125
762	3608	1120
763	3612	1115
764	3616	1110
765	3620	1106
766	3625	1101
767	3629	1096
768	3634	1091
769	3638	1086
770	3643	1082
771	3647	1077
772	3652	1072
773	3656	1067
774	3661	1062
775	3665	1057
776	3669	1053
777	3673	1048
778	3677	1043
779	3681	1038
780	3686	1033
781	3690	1028
782	3695	1024
783	3699	1019
784	3703	1014
785	3707	1009
786	3712	1004
787	3715	999
788	3720	995
789	3724	990
790	3728	985
791	3732	980
792	3737	975
793	3741	970
794	3745	965
795	3749	961
796	3754	956
797	3758	951
798	3762	946
799	3766	941
800	3770	936
801	3774	931
802	3778	927
803	3783	922
804	3787	917
805	3791	912
806	3795	907
807	3800	903
808	3804	898
809	3808	893
810	3812	888
811	3817	883
812	3821	878
813	3825	874
814	3829	869
815	3834	864
816	3838	859
817	3842	855
818	3847	850
819	3852	845
820	3856	840
821	3860	836
822	3865	831
823	3869	826
824	3873	821
825	3877	816
826	3882	812
827	3886	807
828	3890	802
829	3895	797
830	3899	793
831	3904	788
832	3908	783
833	3912	778
834	3916	773
835	3920	769
836	3924	764
837	3929	759
838	3933	754
839	3937	750
840	3942	745
841	3946	740
842	3950	735
843	3954	730
844	3959	726
845	3963	721
846	3967	716
847	3971	711
848	3975	707
849	3979	702
850	3983	697
851	3987	692
852	3992	688
853	3996	683
854	4000	678
855	4004	673
856	4009	669
857	4014	664
858	4018	659
859	4022	654
860	4027	650
861	4031	645
862	4035	640
863	4040	635
864	4044	631
865	4049	626
866	4053	621
867	4057	617
868	4061	612
869	4065	607
870	4069	602
871	4074	598
872	4078	593
873	4082	588
874	4086	583
875	4091	579
876	4095	574
877	4099	569
878	4103	564
879	4108	560
880	4112	555
881	4116	550
882	4121	546
883	4125	541
884	4129	536
885	4133	531
886	4137	527
887	4142	522
888	4146	517
889	4150	513
890	4155	508
891	4159	503
892	4164	498
893	4168	494
894	4172	489
895	4177	484
896	4181	480
897	4186	475
898	4190	470
899	4194	466
900	4198	461
901	4202	456
902	4206	451
903	4210	447
904	4215	442
905	4219	437
906	4223	433
907	4227	428
908	4232	423
909	4236	419
910	4241	414
911	4245	409
912	4250	405
913	4255	400
914	4259	395
915	4263	390
916	4268	386
917	4272	381
918	4276	376
919	4281	372
920	4285	367
921	4290	362
922	4293	358
923	4298	353
924	4302	348
925	4307	344
926	4311	339
927	4316	334
928	4320	330
929	4324	325
930	4329	320
931	4333	316
932	4337	311
933	4342	306
934	4347	302
935	4352	297
936	4356	292
937	4360	288
938	4365	283
939	4369	278
940	4374	274
941	4379	269
942	4384	264
943	4388	260
944	4393	255
945	4397	251
946	4401	246
947	4406	241
948	4410	237
949	4414	232
950	4419	227
951	4423	223
952	4428	218
953	4432	213
954	4437	209
955	4441	204
956	4445	199
957	4450	195
958	4454	190
959	4458	185
960	4463	181
961	4467	176
962	4471	171
963	4475	167
964	4479	162
965	4483	157
966	4488	153
967	4492	148
968	4496	143
969	4500	139
970	4504	134
971	4508	129
972	4513	125
973	4517	120
974	4522	115
975	4526	111
976	4530	106
977	4534	102
978	4539	97
979	4543	92
980	4547	88
981	4552	83
982	4557	78
983	4561	74
984	4565	69
985	4569	64
986	4573	60
987	4577	55
988	4581	50
989	4586	46
990	4590	41
991	4594	37
992	4599	32
993	4603	27
994	4607	23
995	4612	18
996	4616	13
997	4621	9
998	4625	4
999	4629	0
